,content,score,thumbsUpCount,at
13453,Nice app,5,0,2025-01-29 18:42:50
13454,Very fast,5,0,2025-01-30 18:02:49
13455,ok good,5,0,2025-01-30 07:22:25
13456,Good sin,5,0,2025-01-29 19:18:11
13457,Very effective,5,0,2025-01-28 22:15:32
13458,Wow amazing,5,0,2025-01-30 11:07:03
13459,Excellent application,5,0,2025-01-30 05:01:12
13460,Very good,5,0,2025-01-29 08:07:29
13461,Very good,5,0,2025-02-03 07:50:29
13462,Amazing AI,5,0,2025-01-30 00:07:00
13463,Best app,5,0,2025-01-29 09:54:28
13464,Great Ai,5,0,2025-01-30 10:14:49
13465,Best Ai,5,0,2025-01-30 03:36:00
13466,Good app,5,0,2025-01-29 03:39:13
13467,Very good,5,0,2025-02-03 08:43:31
13468,Very good,5,0,2025-01-29 11:16:15
13469,Best AI,5,0,2025-02-01 13:14:42
13470,Too good,5,0,2025-01-30 16:32:29
13471,Good app,5,0,2025-01-29 10:26:59
13472,Love you,5,0,2025-01-28 22:07:47
13473,Amazing experience,5,0,2025-02-02 04:47:56
13474,Great app,5,0,2025-01-30 00:57:22
13475,Good app,5,0,2025-01-30 03:05:12
13476,Nice model,5,0,2025-01-31 12:54:08
13477,Nice app,5,0,2025-01-29 11:11:59
13478,Excellent experience,5,0,2025-02-02 00:59:33
13479,Best Ai,5,0,2025-01-31 07:38:43
13480,Very nice,5,0,2025-01-29 22:57:59
13481,Good AI,5,0,2025-01-29 09:15:13
13482,Very helpful,5,0,2025-02-03 06:23:14
13483,Truly amazing,5,0,2025-01-30 07:30:56
13484,Good working,5,0,2025-01-30 08:57:17
13485,Best ai,5,0,2025-02-02 12:39:10
13486,Very nice,5,0,2025-02-01 17:44:50
13487,Very good,5,0,2025-01-30 15:53:17
13488,Nice app,5,0,2025-01-28 17:11:26
13489,Good job,5,0,2025-02-03 10:44:13
13490,Great app,5,0,2025-01-29 15:34:34
13491,Good ai,5,0,2025-01-30 04:51:11
13492,Good app,5,0,2025-01-29 01:07:36
13493,Its amazing,5,0,2025-02-01 10:40:01
13494,Best app,5,0,2025-01-28 16:51:28
13495,Great app,5,0,2025-01-29 22:42:07
13496,The best ever,5,0,2025-01-29 09:03:59
13497,Very fast,5,0,2025-02-01 00:38:10
13498,Really helpful,5,0,2025-02-02 19:41:38
13499,Ai powerfull,5,0,2025-02-01 04:29:08
13500,Good app,5,0,2025-01-28 17:19:51
13501,Good AI,5,0,2025-01-29 11:38:08
13502,More Wonderful,5,0,2025-01-30 18:35:02
13503,Not bad,5,0,2025-02-01 14:27:29
13504,good service,5,0,2025-01-30 09:46:06
13505,Excellent App,5,0,2025-01-31 09:02:42
13506,Very Comprehensive,5,0,2025-01-30 18:53:20
13507,Highly recommend,5,0,2025-01-29 11:37:17
13508,Amazing app,5,0,2025-01-29 01:43:34
13509,best App,5,0,2025-01-31 08:45:57
13510,Excellent App,5,0,2025-01-29 10:32:08
13511,Its good,5,0,2025-02-01 03:35:09
13512,Good app,5,0,2025-01-31 06:25:03
13513,Wow cool,5,0,2025-01-31 11:38:40
13514,Excellent experience,5,0,2025-01-31 12:46:37
13515,Nice ap,5,0,2025-01-30 13:25:34
13516,Great App,5,0,2025-01-29 23:20:12
13517,Nice aap,5,0,2025-01-29 09:25:04
13518,Good app,5,0,2025-01-31 12:18:13
13519,Great application,5,0,2025-01-29 19:07:10
13520,Nice app,5,0,2025-01-30 15:52:41
13521,Wonderful ai,5,0,2025-01-29 00:22:01
13522,Great application,5,0,2025-01-29 04:04:26
13523,Very nice,5,0,2025-01-30 20:39:32
13524,Very good,5,0,2025-01-29 17:42:41
13525,The best AI,5,0,2025-01-28 19:51:10
13526,very good,5,0,2025-02-02 17:20:22
13527,Amazing app,5,0,2025-01-30 14:12:50
13528,best app,5,0,2025-02-01 06:00:17
13529,Good luck,5,0,2025-01-30 09:46:47
13530,Great experience,5,0,2025-01-31 01:31:41
13531,Very good,5,0,2025-02-02 03:17:27
13532,helpful ai,5,0,2025-01-31 04:46:57
13533,best AI,5,0,2025-02-02 19:41:03
13534,Highelly Recommend,5,0,2025-01-28 16:42:57
13535,Nice to use,5,0,2025-02-03 14:56:25
13536,Wow nice,5,0,2025-01-31 15:28:05
13537,Awesome suprep,5,0,2025-01-31 03:21:51
13538,Very useful,5,0,2025-02-01 22:21:24
13539,Best ai,5,0,2025-01-31 16:31:08
13540,Amazing App,5,0,2025-02-01 05:40:59
13541,Do good,5,0,2025-01-30 19:07:14
13542,Easy used,5,0,2025-01-31 13:46:47
13543,Excellent AI,5,0,2025-01-30 16:10:43
13544,Best Results,5,0,2025-01-29 06:47:59
13545,Excellent ap,5,0,2025-01-30 02:25:33
13546,Good one,5,0,2025-01-29 12:47:17
13547,Best Ai,5,0,2025-01-28 15:31:59
13548,Very good,5,0,2025-02-02 16:01:40
13549,Nice app,5,0,2025-01-28 20:35:35
13550,Good app,5,0,2025-01-29 19:17:34
13551,Best ai,5,0,2025-02-01 03:30:43
13552,Very accurate,5,0,2025-01-29 05:32:12
13553,Best Experience,5,0,2025-01-29 03:06:09
13554,Very good,5,0,2025-01-29 08:33:03
13555,Very good,5,0,2025-01-29 15:42:17
13556,best app,5,0,2025-01-31 07:09:49
13557,Amazingly great,5,0,2025-01-28 16:07:44
13558,Just outstanding,5,0,2025-01-31 14:56:05
13559,Very good,5,0,2025-01-28 13:03:46
13560,Very good,5,0,2025-02-01 07:04:22
13561,Nice app,5,0,2025-01-31 06:16:52
13562,Good App,5,0,2025-01-30 05:01:00
13563,Nice application,5,0,2025-01-29 15:33:58
13564,Good app,5,0,2025-01-30 05:59:32
13565,Good ai,5,0,2025-01-29 21:53:29
13566,Good Ai,5,0,2025-02-02 09:24:50
13567,Best app,5,0,2025-01-31 10:39:22
13568,Good app,5,0,2025-01-31 13:55:57
13569,Wonderful app,5,0,2025-01-29 15:46:27
13570,Very good,5,0,2025-01-30 05:38:29
13571,This is the best assistant,5,0,2025-02-03 13:51:53
13572,Best application,5,0,2025-01-29 05:05:26
13573,very good,5,0,2025-01-29 13:04:56
13574,Best ai,5,0,2025-01-28 23:28:44
13575,Owww amazing,5,0,2025-01-31 20:13:25
13576,Superb App,5,0,2025-01-29 01:50:36
13577,Nice app,5,0,2025-01-31 07:53:44
13578,Superb accuracy,5,0,2025-01-29 16:17:04
13579,Amazing app,5,0,2025-01-29 22:20:11
13580,Super excellent,5,0,2025-01-29 12:21:15
13581,Best app,5,0,2025-01-30 12:00:09
13582,Great job,5,0,2025-01-28 15:04:53
13583,Good jobs,5,0,2025-01-31 14:17:55
13584,Amazing app,5,0,2025-01-30 10:26:18
13585,Mind blowing,5,0,2025-01-30 05:34:27
13586,Good app,5,0,2025-02-01 20:25:55
13587,So nice,5,0,2025-01-31 00:44:01
13588,GOOD named,5,0,2025-02-03 15:07:18
13589,Best apk,5,0,2025-01-31 17:06:24
13590,Best apps,5,0,2025-01-29 07:09:09
13591,best AI,5,0,2025-01-28 15:46:33
13592,works great,5,0,2025-01-29 04:53:50
13593,High recommend,5,0,2025-02-02 12:12:37
13594,Very fast,5,0,2025-01-31 12:49:36
13595,Great experience,5,0,2025-02-01 16:41:50
13596,Good app,5,0,2025-02-02 14:16:43
13597,Very useful,5,0,2025-01-29 14:18:45
13598,Excellent Performance,5,0,2025-01-30 10:44:05
13599,Great appli,5,0,2025-01-30 16:49:00
13600,Best Ai,5,0,2025-01-29 19:54:40
13601,Perfect app,5,0,2025-01-28 19:22:04
13602,Very nice,5,0,2025-01-29 20:57:49
13603,Amazing app,5,0,2025-01-31 10:48:36
13604,Good app,5,0,2025-02-02 02:29:25
13605,Looks Cool,5,0,2025-02-02 10:04:23
13606,Veryyyyy good,5,0,2025-02-01 22:21:41
13607,Nice app,5,0,2025-01-31 08:47:36
13608,Very Good,5,0,2025-01-29 10:02:25
13609,Amazing experience,5,0,2025-01-30 04:12:53
13610,So cool,5,0,2025-02-03 10:14:45
13611,Good luck,5,0,2025-01-29 04:56:31
13612,Very good,5,0,2025-01-31 07:05:50
13613,Very good,5,0,2025-01-30 15:46:53
13614,Very nice,5,0,2025-02-01 16:59:47
13615,Too good,5,0,2025-02-02 00:34:30
13616,Great AI,5,0,2025-01-30 18:16:03
13617,Nice performance,5,0,2025-01-28 21:42:03
13618,Good app,5,0,2025-01-29 14:32:48
13619,Best app,5,0,2025-01-30 14:13:19
13620,Good app,5,0,2025-01-29 07:01:28
13621,Very good,5,0,2025-01-31 14:43:14
13622,good apps,5,0,2025-01-29 00:41:15
13623,Fantastic app,5,0,2025-01-31 13:37:05
13624,Great app,5,0,2025-02-01 07:30:57
13625,Deepseek nice,5,0,2025-02-02 16:38:59
13626,Very good,5,0,2025-01-29 01:50:09
13627,Very good,5,0,2025-01-30 06:49:16
13628,The best one,5,1,2025-02-03 14:10:31
13629,Just Outstanding,5,0,2025-02-01 18:52:29
13630,Good app,5,0,2025-01-31 09:39:54
13631,Just Awesome,5,0,2025-01-28 17:13:43
13632,Good app,5,0,2025-01-31 14:07:24
13633,Good app,5,0,2025-01-30 08:29:14
13634,highly recomended,5,0,2025-01-31 22:38:18
13635,Good app,5,0,2025-01-30 04:40:12
13636,Very good,5,0,2025-01-29 15:26:00
13637,Good app,5,0,2025-01-29 11:01:43
13638,Excelent AI,5,0,2025-02-01 05:19:11
13639,Very good,5,0,2025-01-31 13:29:05
13640,Best amazing,5,0,2025-01-31 11:29:21
13641,I Love AI,5,0,2025-01-29 16:33:49
13642,Very good,5,0,2025-01-29 05:42:32
13643,Good app,5,0,2025-01-28 22:35:10
13644,Very good,5,0,2025-01-30 14:41:03
13645,Good app,5,0,2025-02-01 17:09:00
13646,Very Good,5,0,2025-01-31 12:26:11
13647,So Best,5,0,2025-02-01 10:26:31
13648,Very impressive,5,0,2025-02-02 12:36:50
13649,Really good,5,0,2025-02-02 17:17:15
13650,amazing app,5,0,2025-02-02 14:31:25
13651,Nice app,5,0,2025-01-28 17:38:14
13652,Best app,5,0,2025-01-29 18:11:34
13653,Good app,5,0,2025-01-29 18:46:12
13654,So good,5,0,2025-01-29 16:53:59
13655,Good app,5,0,2025-01-31 06:24:37
13656,Best app,5,0,2025-01-30 05:53:16
13657,Best app,5,0,2025-01-31 17:56:43
13658,Very good,5,0,2025-01-30 20:20:21
13659,very cool,5,0,2025-01-29 02:25:08
13660,Incredible opportunity,5,0,2025-02-01 15:44:52
13661,Nice app,5,0,2025-01-29 13:42:34
13662,Excellent application,5,0,2025-01-31 23:56:55
13663,Best AI,5,0,2025-01-31 04:57:10
13664,fantastic app,5,0,2025-01-31 03:07:25
13665,Nice experience,5,0,2025-01-29 03:23:09
13666,Amazing app,5,0,2025-01-29 00:18:59
13667,Nice app,5,0,2025-01-29 07:50:15
13668,Good luck,5,0,2025-01-31 13:35:02
13669,Great app,5,0,2025-02-01 09:34:56
13670,Stay strong,5,0,2025-01-29 07:38:04
13671,Great app,5,0,2025-01-29 01:11:57
13672,Just amazing,5,0,2025-01-31 19:35:53
13673,Awesome app,5,0,2025-01-30 19:43:05
13674,nice app,5,0,2025-01-29 23:39:34
13675,Nice app,5,0,2025-01-30 07:15:22
13676,Good app,5,0,2025-01-31 01:06:39
13677,Excellent work,5,0,2025-01-29 03:20:51
13678,Best apps,5,0,2025-01-30 10:05:21
13679,Best app,5,0,2025-01-29 13:35:52
13680,So good,5,0,2025-01-31 11:07:59
13681,Very good,5,0,2025-01-29 06:07:57
13682,Good app,5,0,2025-01-29 10:07:09
13683,best ever,5,0,2025-01-28 21:44:43
13684,Great app,5,0,2025-02-01 09:13:56
13685,Very nice,5,0,2025-01-30 16:36:46
13686,Very nice,5,0,2025-01-30 13:39:59
13687,Best application,5,0,2025-01-29 18:26:47
13688,Wonderfull app,5,0,2025-01-30 17:59:47
13689,Simply awesome,5,0,2025-01-28 16:33:19
13690,Mind blowing,5,0,2025-01-29 11:08:36
13691,Greatest yet,5,0,2025-01-29 09:56:06
13692,Good aaps,5,0,2025-01-29 22:58:33
13693,Great product,5,0,2025-01-29 19:23:12
13694,Good App,5,0,2025-01-29 22:52:20
13695,Absolutely Amazing,5,0,2025-01-30 12:46:35
13696,Best AI,5,0,2025-01-30 21:04:00
13697,Really good,5,0,2025-01-30 13:03:26
13698,Nice apps,5,0,2025-01-30 05:32:27
13699,Good App,5,0,2025-01-30 04:59:44
13700,Very good,5,0,2025-01-29 03:53:23
13701,good apps,5,0,2025-01-29 18:29:04
13702,Great app,5,0,2025-01-29 06:00:32
13703,Great app,5,0,2025-01-30 18:07:10
13704,Very excellent,5,0,2025-01-30 08:14:05
13705,Great app,5,0,2025-01-31 00:22:49
13706,Good AI,5,0,2025-01-30 05:44:12
13707,Very good,5,0,2025-02-01 03:59:36
13708,Great app,5,0,2025-02-01 09:58:25
13709,Great app,5,0,2025-02-02 19:08:32
13710,Best app,5,0,2025-02-02 07:42:37
13711,Very accurate,5,0,2025-02-02 13:34:46
13712,Very good,5,0,2025-01-29 04:28:15
13713,Too good,5,0,2025-01-29 15:17:24
13714,Veery good,5,0,2025-02-01 05:10:01
13715,Very good,5,0,2025-02-02 02:54:29
13716,Good AI,5,0,2025-01-29 06:00:41
13717,Amazing app,5,0,2025-01-30 01:41:56
13718,Good AI,5,0,2025-02-03 01:00:20
13719,Very good,5,0,2025-01-29 05:09:03
13720,Perfect app,5,0,2025-01-30 22:17:23
13721,Nice app,5,0,2025-01-29 09:15:16
13722,Good app,5,0,2025-01-29 06:40:18
13723,Excellent apps,5,0,2025-01-29 06:16:54
13724,very good,5,0,2025-01-29 12:44:06
13725,Just great,5,0,2025-01-29 14:29:54
13726,Excellent app,5,0,2025-01-29 09:38:11
13727,Very wonderfull,5,0,2025-01-31 11:58:10
13728,Very good,5,0,2025-01-29 01:33:09
13729,Very good,5,0,2025-01-31 00:12:50
13730,best app,5,0,2025-02-01 15:19:46
13731,Best app,5,0,2025-01-30 14:44:27
13732,Nice app,5,0,2025-02-01 19:03:44
13733,Perfect AI,5,0,2025-02-02 04:05:49
13734,Good app,5,0,2025-01-31 14:02:44
13735,Great application,5,0,2025-02-01 06:16:48
13736,Very useful,5,0,2025-01-29 10:24:33
13737,Best app,5,0,2025-01-30 12:07:23
13738,Cool app,5,0,2025-01-29 17:23:13
13739,much better,5,0,2025-01-29 20:29:37
13740,Fantastic app,5,0,2025-01-29 17:50:02
13741,Mind blowing,5,0,2025-01-30 19:11:00
13742,Amazing app,5,0,2025-01-29 07:39:00
13743,Very good,5,0,2025-01-31 05:52:03
13744,Very good,5,0,2025-02-03 13:16:04
13745,nice app,5,0,2025-01-31 13:57:58
13746,Brilliant application,5,0,2025-01-28 18:07:15
13747,Very excellent,5,0,2025-01-28 22:40:59
13748,Best app,5,0,2025-02-02 18:43:30
13749,Great work,5,0,2025-01-29 04:16:07
13750,Superb AI,5,0,2025-02-01 15:21:47
13751,Remarkable!!,5,0,2025-02-01 11:07:29
13752,Nice 👍,2,0,2025-01-28 15:47:05
13753,Exeptional.,5,0,2025-01-30 04:23:05
13754,OUTSTANDING !!!,5,0,2025-01-30 23:57:29
13755,unbelievable😍,5,0,2025-01-29 03:39:56
13756,Unbelievable 🫣,5,0,2025-01-31 22:56:45
13757,Good!,5,0,2025-01-30 14:08:40
13758,Good!,5,0,2025-02-02 17:25:44
13759,ڈیپ سیک یک وشّیں ایپ ءِ۔,5,0,2025-01-28 16:40:00
13760,Fabulous 😍,5,0,2025-02-02 13:01:56
13761,Brilliant.,5,0,2025-01-29 17:54:53
13762,It's great,5,0,2025-01-28 13:16:07
13763,"Loving It,",5,0,2025-01-31 04:00:10
13764,I Love it🥰,5,0,2025-02-02 12:19:05
13765,V.good app,5,0,2025-02-03 16:09:19
13766,the best 👏,5,0,2025-01-29 21:37:24
13767,It's great,5,0,2025-02-03 12:34:48
13768,The 👌 best,5,0,2025-01-29 10:13:42
13769,Love this.,5,0,2025-01-28 19:45:02
13770,brilliant🤩,5,0,2025-01-30 09:09:52
13771,The best 🤩,5,0,2025-01-30 05:15:03
13772,Good ❤️❤️❤️❤️❤️❤️❤️❤️,5,0,2025-01-30 02:24:42
13773,Laggy af tbh,1,0,2025-01-28 16:39:31
13774,to slow to parse the files,1,0,2025-02-02 23:45:44
13775,非常好，准确率很高,5,0,2025-01-30 00:26:31
13776,It's batter then chat gpt⭐💯,5,0,2025-01-29 06:21:02
13777,He's so slooow ?!,1,0,2025-01-29 13:27:35
13778,nice !,5,0,2025-02-01 09:06:07
13779,Great!,5,0,2025-02-02 12:00:32
13780,Great!,5,0,2025-01-30 16:55:01
13781,GREAT!,5,0,2025-02-02 19:31:32
13782,Cool !,5,0,2025-02-02 08:41:30
13783,Great!,5,0,2025-02-02 06:13:11
13784,Good App 😊😊😍🥰🥰🥰,5,0,2025-01-29 16:23:40
13785,beautiful 😍😍,5,0,2025-02-01 17:44:43
13786,Amazing 😍🫶🏻🫶🏻🫶🏻🫶🏻,5,0,2025-01-30 05:18:59
13787,"""Superb""",5,0,2025-02-03 14:04:03
13788,Das ist fantastisch.❤️,5,0,2025-01-31 01:58:23
13789,Good 👍👍,5,0,2025-01-30 22:45:22
13790,Nice ✨✨,5,0,2025-02-02 09:00:11
13791,🔥🔥 Capability,5,0,2025-01-29 04:50:39
13792,Что с серверами ?,4,0,2025-01-30 08:28:28
13793,👍 good 👍👍👍👍,3,0,2025-01-29 13:09:42
13794,Amazing 🤩🤩,5,0,2025-01-29 16:00:28
13795,awesome 👍👍,5,0,2025-01-29 02:45:29
13796,The best😍😍,5,0,2025-02-03 00:31:21
13797,"Bom demais, obra prima.",5,0,2025-02-01 23:20:36
13798,Server busy all the time,2,0,2025-02-03 14:31:06
13799,मेरो प्रश्नको उत्तर नआएको,1,0,2025-01-29 13:39:22
13800,Chat gpt أفضل منه,1,0,2025-01-29 17:00:49
13801,Its Open ai clone,1,0,2025-01-29 04:42:54
13802,အလုပ်လဲမလုပ်ဘူးai,1,0,2025-01-30 09:06:35
13803,La app no sirve,1,0,2025-01-31 14:07:11
13804,نظام معالجة جدا بطئ,1,0,2025-02-02 16:06:33
13805,சில சமயங்களில் வேலை செய்யவில்லை,1,0,2025-01-28 19:33:28
13806,Hard time uploading photos,1,1,2025-02-03 00:22:05
13807,Always it says server busy,1,0,2025-02-03 15:02:38
13808,Prefect app it works like my assistance.,5,0,2025-02-02 23:42:19
13809,Awesome 😎,5,0,2025-01-29 03:41:22
13810,Amazing 🤩,5,0,2025-01-30 11:52:50
13811,Perfect ☝,5,0,2025-02-01 14:55:53
13812,Amazing 👏,5,0,2025-01-30 13:41:05
13813,Amazing 😍,5,0,2025-01-29 19:08:43
13814,Awesome 👍,5,0,2025-01-29 16:02:51
13815,Amazing 👏,5,0,2025-01-28 22:52:23
13816,Amazing 🤩,5,0,2025-01-29 07:12:47
13817,Perfect 👌,5,0,2025-01-30 18:43:13
13818,i liked 💀,5,0,2025-01-30 19:31:08
13819,It's nice,5,0,2025-01-29 14:32:00
13820,Amazing 😍,5,0,2025-01-29 13:45:27
13821,Amazing 😍,5,0,2025-01-29 09:17:20
13822,love it 😍,5,0,2025-01-29 13:57:00
13823,Amazing 😍,5,0,2025-01-29 19:02:39
13824,Perfect 👍,5,0,2025-01-29 05:34:16
13825,Amazing 😍,5,0,2025-01-31 07:56:23
13826,Amazing 😍,5,0,2025-01-31 00:41:40
13827,Amazing 😍,5,0,2025-01-31 01:36:37
13828,Awesome 👍,5,0,2025-01-29 15:10:55
13829,It's good,5,0,2025-02-02 03:52:15
13830,Amazing 😍,5,0,2025-01-30 17:00:27
13831,Amazing 😍,5,0,2025-01-30 10:43:36
13832,Awesome 💯,5,0,2025-01-29 06:03:11
13833,Awesome 😎,5,0,2025-02-02 12:09:05
13834,Awesome .,5,0,2025-01-31 02:39:58
13835,Love it 🥰,5,0,2025-01-28 16:25:59
13836,It's good,5,0,2025-02-01 21:09:42
13837,Perfect 👌,5,0,2025-01-29 07:13:17
13838,amazing 😍,5,0,2025-01-29 06:59:58
13839,Amazing 😍,5,0,2025-01-30 03:44:47
13840,perfect 👍,5,0,2025-01-29 12:40:42
13841,Perfect 👌,5,0,2025-01-30 06:56:51
13842,Amazing 🤩,5,0,2025-01-31 07:53:34
13843,Amazing 👏,5,0,2025-01-29 09:08:47
13844,Perfect 👌,5,0,2025-02-02 17:07:34
13845,Amazing 🤩,5,0,2025-01-28 23:33:48
13846,Amazing 😍,5,0,2025-01-29 14:54:43
13847,Awesome 👌,5,0,2025-01-29 04:01:25
13848,Awesome 😎,5,0,2025-01-30 08:30:07
13849,Awesome 😎,5,0,2025-02-02 08:51:43
13850,Terbaik untuk sekarang ini,4,0,2025-01-28 23:13:26
13851,زیرەک و پڕ زانیاریە,4,0,2025-01-29 04:54:59
13852,Amazing😇,5,0,2025-01-29 18:31:49
13853,Perfect.,5,0,2025-01-29 11:52:33
13854,Perfect.,5,0,2025-01-30 14:12:09
13855,SUPERB 😍,5,0,2025-01-29 19:47:53
13856,Superb 👍,5,0,2025-01-29 09:19:04
13857,Nice 👍🏻👍🏻,5,0,2025-02-01 02:43:04
13858,Good 👍,5,0,2025-01-30 16:09:18
13859,Good 👍,5,0,2025-02-03 07:50:26
13860,👍 nice,5,0,2025-01-31 02:14:35
13861,Good 👍,5,0,2025-01-29 07:32:22
13862,Good 💯,5,0,2025-01-30 17:30:32
13863,Nice 👍,5,0,2025-02-01 04:21:32
13864,Nice 👍,5,0,2025-01-29 09:06:54
13865,good 👍,5,0,2025-01-29 11:03:18
13866,Good 👌,5,0,2025-01-29 18:28:17
13867,Good 👍,5,0,2025-02-01 10:53:26
13868,Good 👍,5,0,2025-01-31 22:17:54
13869,Good 👍,5,0,2025-01-29 16:28:50
13870,Nice 👍,5,0,2025-01-30 03:22:14
13871,Good 👍,5,0,2025-02-03 05:13:11
13872,Nice 👍,5,0,2025-01-29 21:00:45
13873,nice 🙂,5,0,2025-01-30 05:41:18
13874,Good 👍,5,0,2025-01-29 07:03:53
13875,good 😊,5,0,2025-01-30 05:01:12
13876,Nice 👍,5,0,2025-01-29 18:02:54
13877,Nice 👍,5,0,2025-01-29 17:29:57
13878,Love 💞,5,0,2025-01-31 15:40:27
13879,Good 👍,5,0,2025-01-30 05:33:38
13880,Good 👍,5,0,2025-01-29 04:41:31
13881,Love 💕,5,0,2025-01-29 14:01:44
13882,Good 😊,5,0,2025-01-29 16:27:02
13883,Best 🩷,5,0,2025-01-30 09:40:13
13884,Good 👍,5,0,2025-02-01 18:37:40
13885,Good 👍,5,0,2025-01-31 19:15:55
13886,Nice 🙂,5,0,2025-01-31 05:26:05
13887,Good 😎,5,0,2025-01-30 08:27:26
13888,Good 😊,5,0,2025-01-30 16:21:33
13889,Good 👍,5,0,2025-02-02 05:15:56
13890,Good 👍,5,0,2025-01-28 20:39:16
13891,Good 👍,5,0,2025-01-29 15:07:43
13892,👍 good,5,0,2025-02-02 21:30:20
13893,best 👌,5,0,2025-01-28 17:10:42
13894,Nice 👍,5,0,2025-02-02 13:29:04
13895,Best 👌,5,0,2025-02-01 10:20:23
13896,Nice 👍,5,0,2025-01-29 11:56:52
13897,Nice 👍,5,0,2025-01-29 15:52:32
13898,Best 👌,5,0,2025-01-28 20:25:38
13899,Good 👍,5,0,2025-01-30 10:38:36
13900,The best ..,5,0,2025-01-29 13:00:49
13901,Superb..,5,0,2025-02-01 11:31:28
13902,The best 💯💯💯,5,0,2025-01-30 04:58:11
13903,Amazing..,5,0,2025-01-30 04:08:07
13904,No.1 a.i app.,4,0,2025-02-03 12:30:06
13905,👍🏻👍🏻👍🏻👍🏻👍🏻Best App,5,0,2025-01-30 07:30:47
13906,Great..,5,0,2025-01-29 02:02:31
13907,Great 👍🏻👍🏻👍🏻,5,0,2025-01-30 17:10:23
13908,Amazing 😍😍🤩🤩🤩😍😍😍,5,0,2025-02-01 05:57:19
13909,Excellent 👌👌👌,5,0,2025-02-01 19:44:24
13910,Excellent 👌👌👌,5,0,2025-02-01 08:16:36
13911,Fantastic 😍😍😍😍,5,0,2025-01-29 17:51:21
13912,Good.,5,0,2025-01-31 16:21:09
13913,Good👍,5,0,2025-01-30 03:54:06
13914,Good👍,5,0,2025-01-28 19:41:17
13915,Nice👏,5,0,2025-01-29 10:22:01
13916,Good.,5,0,2025-01-30 20:29:09
13917,Nice👍,5,0,2025-01-29 06:47:18
13918,Best👌,5,0,2025-02-01 04:22:33
13919,AMAZİNG...,5,0,2025-01-29 04:59:06
13920,Awesome...,5,0,2025-02-02 14:11:42
13921,Freaking incredible!!!!!!!!!!,5,0,2025-01-29 05:57:15
13922,Rubbish!,1,0,2025-01-29 16:22:22
13923,Top!!,5,0,2025-01-31 14:01:07
13924,overhyped.,1,0,2025-01-29 13:26:30
13925,great 😃,5,0,2025-01-31 07:29:10
13926,Great 😸,5,0,2025-01-29 09:37:36
13927,Great 👍,5,0,2025-02-03 09:08:46
13928,Great 👍,5,0,2025-01-29 06:38:19
13929,Great 👍,5,0,2025-02-02 12:17:29
13930,Great 👍,5,0,2025-01-31 07:46:17
13931,Great 👍,5,0,2025-01-29 04:57:59
13932,Great 👍,5,0,2025-01-30 00:55:20
13933,Superb👌,5,0,2025-01-28 18:03:17
13934,Great 👍,5,0,2025-01-29 18:20:39
13935,Superb🔥,5,0,2025-01-30 07:12:38
13936,Great 👍,5,0,2025-01-28 19:34:55
13937,Great 👍,5,0,2025-01-30 11:31:29
13938,Great 👍,5,0,2025-01-30 16:29:51
13939,Great 👍,5,0,2025-01-29 00:49:30
13940,Great 👍,5,0,2025-01-28 23:59:20
13941,Great 👍,5,0,2025-01-30 10:54:30
13942,Great 🙏,5,0,2025-01-29 18:11:14
13943,best!!!!!,5,0,2025-02-01 06:06:45
13944,Just good,5,0,2025-01-29 15:28:58
13945,Good experience,5,0,2025-01-31 21:10:20
13946,Good experience,5,0,2025-01-31 05:33:38
13947,Game Changer,5,0,2025-02-02 15:54:23
13948,Good experience,5,0,2025-01-31 17:29:07
13949,Good experience,5,0,2025-01-29 02:28:26
13950,Quite exceptional,5,0,2025-01-29 07:10:09
13951,Good experience,5,0,2025-02-02 14:55:48
13952,Top tier,5,0,2025-01-29 07:09:09
13953,Wonder full,5,0,2025-02-01 16:23:12
13954,Good experience,5,0,2025-01-29 17:50:33
13955,Good experience,5,0,2025-01-28 21:00:31
13956,Nice great,5,0,2025-01-31 16:56:46
13957,Top APS,5,0,2025-01-30 23:31:25
13958,Good Experience,5,0,2025-01-29 03:55:31
13959,Best 👍👍👍👍👍💯💯💯💯,5,0,2025-02-01 20:39:06
13960,Weak!,1,0,2025-02-01 10:47:18
13961,unhelpful ...,2,0,2025-02-02 04:37:23
13962,Awesome is understatement,5,0,2025-02-03 11:50:17
13963,Good,5,0,2025-01-28 22:25:00
13964,Nice,5,0,2025-01-29 17:44:26
13965,Great,5,0,2025-01-29 04:00:00
13966,Cool,5,0,2025-01-28 16:59:34
13967,Excellence,5,0,2025-01-29 03:45:43
13968,Nice,5,0,2025-01-28 15:20:36
13969,Good,5,0,2025-01-29 18:29:58
13970,Enjoyed it,5,0,2025-01-29 17:35:57
